f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,107,285,93,52,98,141,42,155,36252,64573,31249,63676,64177,64740,436,253770,6,8,859,4,394,435,178,202,89,2,2,label-4
40,105,269,81,52,333,976,240,152,56053,268685,63021,9683,83477,269193,67728,896853,6,17,1799,11,3672,919,3092,202,153,6,9,label-4
52,107,285,93,52,98,141,42,175,36268,66155,31263,62791,64135,66340,1571,253882,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,241,40163,83299,29342,24608,63146,110775,25968,441796,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,147,35835,65076,30885,61871,63165,65353,1555,250845,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,171,413,139,147,48522,119866,42847,6805,59106,127412,34774,533745,6,12,1341,9,1545,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,148,35858,63369,30893,62187,62935,63568,569,251010,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,126,43625,104524,35843,42903,69791,104265,21907,479880,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,156,35590,64972,30668,60913,62628,65227,1868,249134,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,143,35376,62983,30488,61221,62132,63193,811,247637,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,140,36070,63448,30972,63368,63557,63710,142,252493,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,342,960,256,157,48049,92255,34159,9079,70333,107692,27373,624640,6,14,1671,9,3086,935,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,182,35258,62144,30367,61303,61749,62340,435,246809,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,274,976,260,97,56195,153539,46955,7646,60769,119135,26674,730539,6,14,1655,12,3290,919,2658,202,153,6,7,label-4
52,107,285,93,52,83,141,41,143,65882,274810,89965,15,79820,168841,55885,461180,6,8,859,6,498,435,178,202,89,2,2,label-4
52,113,269,82,52,271,960,256,109,45970,101374,37128,10288,52763,95198,27565,643584,6,15,1707,12,3258,919,2626,202,153,6,7,label-4
52,111,269,88,52,247,429,156,360,40170,82113,31412,7626,62772,108490,29327,441877,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,113,36084,65213,31135,61492,63754,65436,1661,252591,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,90,52,231,774,248,99,44196,88288,33239,62013,75942,107468,17210,441962,6,11,1289,6,1389,709,1069,202,153,4,4,label-4
52,107,285,93,52,98,141,42,159,38902,72152,33646,67670,70388,72317,1977,272317,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,171,413,139,145,59513,289584,79253,4310,74107,184347,54072,654645,6,12,1341,9,1545,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,147,35126,61881,30270,60861,61651,62112,561,245882,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,65,45338,82941,30557,14852,66006,105648,24136,589406,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,155,35067,62030,30206,61057,61591,62255,497,245469,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,146,48307,103104,35376,9913,70899,104172,27465,627992,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,146,40317,79327,35196,62415,67637,76060,6012,282219,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,141,46971,87081,32866,7790,68573,118026,28963,610630,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,106,43152,89632,38517,62212,79730,89782,12432,302069,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,316,52943,112685,39344,8530,75155,116805,33054,688261,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,162,34568,60669,29777,60527,60655,60854,142,241981,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,346,960,257,133,46027,84457,32313,9324,67164,109008,26267,598352,6,14,1639,9,3118,903,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,156,35355,64613,30481,61094,62341,64807,1743,247486,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,181,40049,84131,30539,13855,63150,110520,28035,440541,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,107,285,93,52,98,141,42,136,36663,66461,31615,61664,63401,66163,1974,256641,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,174,39546,82182,29333,17809,62275,111008,27246,435006,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,110,34822,61289,30026,59708,60886,61484,833,243758,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,258,39930,88424,30330,17764,63075,113767,27922,439239,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,157,34825,61406,30015,60383,61070,61594,507,243778,6,8,859,4,394,435,178,202,89,2,2,label-4
52,113,269,82,52,241,960,244,139,60432,289008,72684,2073,65471,185807,47178,846050,6,15,1707,13,3143,919,2459,202,153,6,8,label-4
52,107,285,93,52,98,141,42,152,35705,63119,30390,61060,62769,63883,1227,249940,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,113,36667,71244,31796,61943,65113,71372,4425,256670,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,285,47176,85412,33805,8730,67762,100664,25185,613293,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,137,35818,63466,30863,61366,62804,63610,1019,250728,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,290,960,257,308,53387,130182,41720,9622,63058,124533,34854,694034,6,14,1655,11,3190,919,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,170,34950,62102,30106,60786,61523,62295,616,244652,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,346,976,261,170,47569,97184,33976,8092,69714,107485,28450,618407,6,14,1671,9,3118,935,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,187,34962,63240,30080,60198,61500,63494,1431,244736,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,149,35509,64289,30612,60827,62561,64459,1487,248568,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,171,413,139,131,41936,110483,34092,5898,50177,130844,38703,461304,6,12,1341,9,1545,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,144,37466,68116,32333,61791,64703,68057,2576,262268,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,91,52,178,461,147,177,39884,89775,35199,2118,56948,147547,44960,518494,6,14,1646,9,1605,910,1117,202,153,5,5,label-4
52,107,285,93,52,98,141,42,168,35007,61903,30132,60470,61388,62075,675,245050,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,117,41536,87158,36615,64393,75991,87293,9351,290752,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,350,976,261,145,52194,95074,40023,4841,73935,94804,27452,678534,6,14,1639,9,3150,903,2674,202,153,6,7,label-4
52,107,285,93,52,98,141,42,146,46596,93875,40654,71817,77438,80628,3987,326172,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,344,960,257,154,58467,112728,42803,12100,85314,134968,34437,760076,6,14,1639,9,3102,903,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,142,38463,82816,33867,60995,69313,83027,9770,269246,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,114,49888,97158,35618,19573,73439,114238,25911,648552,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,108,47909,93238,42385,62817,82512,93390,13952,335363,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,164,38246,77658,33303,62839,63362,63965,463,267725,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,142,39975,76626,32086,14051,62669,89229,23427,439733,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,157,37165,74120,32285,62224,66294,74340,5689,260159,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,316,976,267,184,46839,92635,32296,13094,68529,111211,26970,608909,6,14,1671,9,2846,935,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,108,36051,66608,31140,61045,63988,66745,2330,252357,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,149,47723,86971,34647,6978,69657,103782,26350,620407,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,138,36795,65960,31724,62803,63874,64653,783,257566,6,8,859,4,394,435,178,202,89,2,2,label-4
52,97,285,86,52,90,141,41,169,140650,1014297,310278,709,48128,65969,27431,1265854,6,10,971,5,454,435,178,202,89,2,2,label-4
52,118,269,84,52,346,976,261,193,52728,114332,40016,3407,77446,114515,31736,685470,6,14,1655,9,3118,919,2642,202,153,6,7,label-4
52,101,285,90,52,91,141,40,132,72123,280967,86374,1549,127052,342468,128864,578511,6,9,911,5,458,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,128,45823,89104,37416,4031,69144,113864,32554,504054,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,117,38777,73767,33636,61940,65898,70543,3545,271442,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,120,46111,123229,42055,3229,74281,135140,38592,507223,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,181,38271,72902,33116,60916,67201,73145,4998,267900,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,114,47599,87956,33928,9585,69666,111271,27336,618795,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,199,569,134,52,409,1432,368,46,1965388,20440512,3744287,83,2910547,20606405,4350113,611399771,6,312,62130,211,86492,45898,75512,517,1380,202,107,label-4
52,107,285,93,52,89,141,42,157,64613,266938,87368,60482,98117,166887,42586,452297,6,8,859,5,446,435,178,202,89,2,2,label-4
52,118,269,84,52,344,960,257,156,49081,98259,38602,7840,72166,98356,27539,638060,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,135,36720,66280,31689,62936,65156,66494,1581,257042,6,8,859,4,394,435,178,202,89,2,2,label-4
52,116,269,81,52,276,976,262,167,66129,295469,71565,7873,84524,356246,91043,991940,6,16,1864,12,3322,1024,2690,202,153,7,7,label-4
52,107,285,93,52,98,141,42,182,36857,71732,31896,61836,65483,71921,4565,257999,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,97,48066,93457,33588,12922,70390,110234,26921,624867,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,131,39841,83009,35011,62024,72674,83147,8624,278889,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,344,960,257,143,50807,92776,39398,7552,72172,92391,26077,660498,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,127,45784,89981,39942,75318,83503,90109,6140,320488,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,132,44343,90661,38933,8993,66176,87515,27367,487773,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,107,285,93,52,98,141,42,112,35646,63063,30608,61988,62981,63720,729,249523,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,174,42677,92453,36139,10845,68215,104253,29227,469456,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,163,35104,62254,30203,61026,61648,62621,696,245732,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,103,40529,85086,32056,7013,64112,102452,29345,445824,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,134,47815,94745,42465,61348,81212,94881,14373,334705,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,111,36587,69332,31633,61714,64932,69517,3328,256109,6,8,859,4,394,435,178,202,89,2,2,label-4
52,123,269,85,52,313,960,279,128,70746,276214,71123,14097,87560,166657,39744,848953,6,13,1603,10,3138,919,2610,202,514,6,6,label-4
52,107,285,93,52,98,141,42,146,35037,63693,30209,60011,61653,63923,1657,245260,6,8,859,4,394,435,178,202,89,2,2,label-4
52,112,269,82,52,320,976,264,150,46828,109862,41395,6521,66195,109852,34146,655604,6,15,1691,10,3202,903,2674,202,153,6,7,label-4
52,107,285,93,52,98,141,42,129,35803,64342,30873,62081,62997,64577,1121,250623,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,127,42668,106897,35662,6861,67910,131011,35930,469358,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,107,285,93,52,98,141,42,143,35980,68493,31134,61252,63882,68637,3368,251860,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,112,36614,71343,31711,61114,64995,71615,4704,256303,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,165,39988,81032,30347,13367,63280,107025,28202,439873,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,83,141,41,162,65917,274074,89701,530,79223,171267,56434,461419,6,8,859,6,498,435,178,202,89,2,2,label-4
52,118,269,84,52,314,960,263,123,45473,84222,31711,8306,66193,100181,24788,591153,6,14,1655,9,2830,919,2354,202,153,6,7,label-4
52,107,285,93,52,98,141,42,148,38644,75245,33537,62046,65091,69521,3204,270509,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,136,48233,93846,33127,20541,69699,104484,24140,627030,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,251,39915,76378,34586,70257,72743,76627,2781,279411,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,83,141,41,112,72665,278002,91495,2387,89397,173144,55223,508659,6,8,859,6,498,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,200,55128,104949,43284,6238,77757,110819,31385,716671,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,78,39068,77271,34026,65028,70992,77486,5099,273476,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,179,46470,82808,32446,5572,66732,106769,26870,604115,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,102,285,89,52,98,141,42,165,159203,1008110,322329,60470,67741,71575,5143,1273625,6,9,919,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,122,35599,65194,30726,60754,62752,65408,1955,249193,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,144,40101,83549,31989,4556,63211,110789,30975,441119,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,111,269,88,52,205,413,140,186,41500,84328,34743,9889,65426,91413,26307,456500,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,157,36934,69872,31920,61421,62897,65768,2030,258544,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,126,48957,101711,36608,11452,71993,117968,29186,636442,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,101,285,90,52,91,141,40,160,80996,305916,93877,6016,140875,377451,140828,653974,6,9,911,5,458,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,121,35028,61519,30191,60912,61361,61712,333,245197,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,344,960,257,154,49969,100405,39729,5161,73611,100112,28540,649600,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,124,35347,65542,30536,60197,62290,65676,2416,247432,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,239,46989,95785,33410,7572,68865,124822,30223,610863,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,118,269,84,52,346,976,261,127,47344,91954,34778,6262,69389,101764,27457,615479,6,14,1655,9,3118,919,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,150,41418,85486,36334,63970,71475,85724,10080,289928,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,160,44275,87822,36412,339,70557,108701,33603,487028,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,111,269,88,52,205,413,140,117,46462,97677,39368,2609,74005,116886,34744,511090,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,111,269,88,52,205,413,140,175,41690,79996,32296,14926,64094,100000,25255,458597,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,139,42390,90303,37492,61229,73349,90449,12437,296735,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,314,960,263,142,48601,91771,33837,20094,71312,102688,23532,631814,6,14,1671,9,2830,935,2354,202,153,6,7,label-4
52,118,269,84,52,348,976,261,154,47763,92455,33918,8817,69933,117947,29199,620923,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,135,39912,82935,35013,62139,69224,83069,9790,279388,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,317,976,263,105,51099,114677,36822,2765,64585,116511,35897,664294,6,14,1655,10,3170,919,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,112,35929,65170,30999,61779,63599,65340,1454,251508,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,167,34902,63155,30045,59967,61385,63452,1494,244318,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,148,46246,83634,33809,4017,67508,102515,26618,601205,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,191,38238,72945,33117,61814,68420,73207,4825,267672,6,8,859,4,394,435,178,202,89,2,2,label-4
52,123,269,94,52,203,413,156,156,66028,280602,74929,9830,91386,387957,116673,792340,6,13,1610,9,1829,926,1341,202,153,5,5,label-4
52,107,285,93,52,98,141,42,110,36518,69965,31608,61232,64721,70105,3861,255628,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,190,39657,75881,30896,6252,62600,104735,29050,436233,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,152,35699,63641,30781,62014,62904,63797,727,249899,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,156,43606,101006,35080,9273,69726,131291,35820,479673,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,136,34611,60747,29832,60548,60733,60923,153,242278,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,316,976,267,166,51927,113512,39191,7056,76723,113164,29954,675057,6,14,1671,9,2846,935,2370,202,153,6,7,label-4
52,102,285,89,52,98,141,42,143,157897,1019137,326729,60518,61238,62016,612,1263179,6,9,919,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,116,48488,97829,34687,9292,71064,105746,27631,630354,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,163,35886,65424,30963,60504,61929,64242,1649,251205,6,8,859,4,394,435,178,202,89,2,2,label-4
52,113,269,82,52,294,976,262,119,44160,88772,34274,13727,55069,88410,26956,618250,6,15,1707,11,3238,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,120,47937,87918,41438,82845,85267,88049,2139,335563,6,8,859,4,394,435,178,202,89,2,2,label-4
52,106,269,80,52,302,960,250,138,53015,167807,48785,12656,76027,120212,35337,848245,6,17,1811,11,3327,919,2747,202,153,6,8,label-4
52,241,569,128,52,403,1432,371,47,2457240,10151604,3111210,20,2492343,10034585,3025381,523507341,6,214,51733,211,85152,40597,74172,517,1380,202,107,label-4
52,111,269,88,52,201,413,157,157,49184,137595,44611,6651,58874,132194,41269,541024,6,12,1341,9,1817,709,1341,202,153,4,5,label-4
52,127,285,104,52,98,141,42,144,75354,312317,95789,62261,172985,380499,146844,602839,6,9,1144,4,394,668,178,202,89,3,2,label-4
52,107,285,93,52,98,141,42,76,36467,71564,31604,61240,64878,71892,4960,255272,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,141,41727,97350,33220,18904,66468,116997,29085,459004,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,119,269,85,52,316,976,267,89,55312,113669,42714,11344,81856,113390,30510,719056,6,14,1671,9,2846,935,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,135,38785,77198,33754,64729,70256,77422,5309,271495,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,294,976,262,161,52440,133008,39750,11919,61330,109091,33295,681722,6,14,1655,11,3238,919,2658,202,153,6,7,label-4
52,107,285,93,52,83,141,41,119,66234,271244,88776,1763,79031,165534,54452,463638,6,8,859,6,498,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,119,48132,97795,34072,8337,70489,126249,30165,625721,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,104,46759,90686,40624,73728,82685,90909,7033,327317,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,139,46657,87993,40452,73141,81701,88234,6326,326600,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,151,50127,98154,37682,560,71380,115755,30559,651660,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
